"path","total_conversions","total_null"
"display2>Email2>generics2",1,3
"display2>Email2>generics2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",1,0
"display2>Email2>generics2>display2>Email2>display2>Email2>Email3",0,1
"display2>Email2>generics2>display2>Email2>Email3",1,0
"display2>Email2>generics2>display2>Email3",0,1
"display2>Email2>generics2>Email2",0,10
"display2>Email2>generics2>Email2>display2>Email2",2,0
"display2>Email2>generics2>Email2>display2>Email2>display2",1,0
"display2>Email2>generics2>Email2>display2>Email2>Email3",0,2
"display2>Email2>generics2>Email2>Email3",1,18
"display2>Email2>generics2>Email2>Email3>generics3>Email3",0,1
"display2>Email2>generics2>Email2>generics2>Email2>Email3",0,2
"display2>Email2>generics2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",0,2
"display2>Email2>generics2>Email3",0,3
"display2>Email2>generics2>generics3",1,1
"display2>Email2>generics2>generics3>Email3",0,1
"display2>Email2>generics3",0,2
"display2>Email2>generics3>Email3",0,3
"display2>Email2>Mailer2>display2",1,1
"display2>Email2>Mailer2>display2>Email2>display2",1,0
"display2>Email2>Mailer2>display2>Email2>display2>display3>Mailer3>display3>Email3>display3>Mailer3",2,0
"display2>Email2>Mailer2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3",1,1
"display2>Email2>Mailer2>display2>Email2>Email3",0,2
"display2>Email2>Mailer2>display2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3>display3>Mailer3>Email3",0,2
"display2>Email2>Mailer2>Email2>display2",1,0
"display2>Email2>Mailer2>Email2>display2>display3>Email3",1,0
"display2>Email2>Mailer2>Email2>display2>Email2",1,0
"display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>competitors2>Email2>display3>Email3",1,0
"display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",2,0
"display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Email3",1,0
"display2>Email2>Mailer2>Email2>display2>Email2>Email3",0,1
"display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>display2>Mailer2>display2",1,0
"display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
"display2>Email2>Mailer2>Email2>Email3",0,2
"display2>Email2>Mailer2>Email2>Email3>display3>Email3>display3",0,4
"display2>Email2>Mailer2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"display2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,3
"display2>Email2>Mailer2>Email2>Mailer2",0,2
"display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer3>Email3>Mailer3>Email3",2,0
"display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3>display3>Email3>display3",1,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email2>display2>Mailer3>Email3>Mailer3>Email3",0,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>display2>Email2>Email3>Mailer3>display3>Email3>Mailer3>Email3",1,0
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Email3>Mailer3>Email3>Mailer3>Email3>display3>Email3",0,2
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,4
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Mailer3",0,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3",0,2
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3",0,1
"display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"display2>Email2>Mailer2>Email2>Mailer2>Mailer3>Email3",0,3
"display2>Email2>Mailer2>Email2>Mailer3",0,3
"display2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,3
"display2>Email2>Mailer2>Email3",0,2
"display2>Email2>Mailer2>Email3>Mailer3>Email3",0,2
"display2>Email2>Mailer2>Mailer3>Email3",0,2
"display2>Email2>Mailer3",0,4
"display2>Email2>Mailer3>Email3",0,2
"display2>Email2>Mailer3>Email3>Mailer3>Email3",0,2
"display2>Email2>social organic2>display2>social organic3>display3",0,1
"display2>Email2>social paid2>Email2>display2>Email2>display2>Email2>display2>Email2>generics2>Email2>display2>Email2>Email3",1,0
"display2>Email2>social paid2>Email2>Email3",0,2
"display2>Email2>social paid2>Email2>social paid3>Email3",0,1
"display2>Email3",5,658
"display2>Email3>display3",1,13
"display2>Email3>display3>competitors3>display3",0,2
"display2>Email3>display3>Email3",0,24
"display2>Email3>display3>Email3>display3",1,2
"display2>Email3>display3>Email3>display3>Email3",0,14
"display2>Email3>display3>Email3>display3>Email3>display3>Email3>display3",1,0
"display2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"display2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"display2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",1,0
"display2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>generics3",0,1
"display2>Email3>display3>generics3>display3",1,0
"display2>Email3>generics3",1,1
"display2>generics2",6,43
"display2>generics2>competitors2",0,2
"display2>generics2>competitors2>display2",0,2
"display2>generics2>competitors2>display2>Email2",0,1
"display2>generics2>competitors2>Email3",0,2
"display2>generics2>competitors3>display3",1,1
"display2>generics2>display2",22,11
"display2>generics2>display2>competitors2>display2",2,0
"display2>generics2>display2>display3",2,1
"display2>generics2>display2>display3>Email3",0,3
"display2>generics2>display2>display3>generics3>display3",1,1
"display2>generics2>display2>Email2",3,4
"display2>generics2>display2>Email2>display2",2,0
"display2>generics2>display2>Email2>display2>Email2",0,2
"display2>generics2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",1,0
"display2>generics2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",0,1
"display2>generics2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>generics3>Email3>generics3>Email3>generics3>Email3",0,1
"display2>generics2>display2>Email2>display2>Email2>display2>Email2>Mailer2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2",1,0
"display2>generics2>display2>Email2>display2>Email2>Email3",0,2
"display2>generics2>display2>Email2>Email3",0,11
"display2>generics2>display2>Email2>Email3>display3>Email3",0,1
"display2>generics2>display2>Email2>Email3>social paid3>Email3",0,1
"display2>generics2>display2>Email3",0,4
"display2>generics2>display2>generics2",0,2
"display2>generics2>display2>generics2>display2",1,0
"display2>generics2>display2>generics2>display2>Email2>Email3",1,2
"display2>generics2>display2>generics2>display2>Email2>generics2>display2>generics2>display2>generics2>display2>generics3",0,1
"display2>generics2>display2>generics2>display3",1,2
"display2>generics2>display2>generics2>Email2>display2>Email2>display2>Email2",0,1
"display2>generics2>display2>generics3>Email3",0,1
"display2>generics2>display2>Mailer2",0,4
"display2>generics2>display2>Mailer2>Mailer3",0,2
"display2>generics2>display2>Mailer3",0,1
"display2>generics2>display3",0,4
"display2>generics2>Email2",0,24
"display2>generics2>Email2>display2",0,1
"display2>generics2>Email2>display2>Email2",0,2
"display2>generics2>Email2>display2>Email2>display2>Email2>Email3",0,2
"display2>generics2>Email2>display2>Email2>Email3",0,3
"display2>generics2>Email2>display2>Email2>Email3>display3",0,1
"display2>generics2>Email2>display2>generics2>display2>Email2",1,0
"display2>generics2>Email2>display3",0,4
"display2>generics2>Email2>Email3",0,42
"display2>generics2>Email2>generics2",1,3
"display2>generics2>Email3",1,5
"display2>generics2>Email3>display3>generics3>display3>Email3",0,1
"display2>generics2>generics3",0,2
"display2>generics2>generics3>display3",1,2
"display2>generics2>generics3>Email3",0,2
"display2>generics2>generics3>Email3>generics3>Email3>generics3>Email3>display3>Email3>generics3>Email3>display3>generics3>Email3",0,1
"display2>generics2>Mailer2",0,4
"display2>generics2>Mailer2>Mailer3",0,1
"display2>generics2>Mailer3",0,2
"display2>generics3",0,11
"display2>generics3>display3",1,7
"display2>generics3>display3>Email3",0,3
"display2>generics3>display3>generics3>display3",0,2
"display2>generics3>display3>generics3>Email3",1,3
"display2>generics3>Email3",0,5
"display2>Mailer2",5,216
"display2>Mailer2>competitors2>competitors3>display3",0,1
"display2>Mailer2>competitors3>display3",0,1
"display2>Mailer2>competitors3>display3>competitors3",1,2
"display2>Mailer2>competitors3>display3>Mailer3",0,1
"display2>Mailer2>display2",5,6
"display2>Mailer2>display2>competitors2",0,2
"display2>Mailer2>display2>competitors2>display2",1,0
"display2>Mailer2>display2>display3",0,6
"display2>Mailer2>display2>display3>Mailer3",0,1
"display2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3",0,1
"display2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3",0,1
"display2>Mailer2>display2>Email2>display2>Mailer2>display2>Email2>display3>Email3>display3>Email3>display3",0,1
"display2>Mailer2>display2>Email2>Email3>Mailer3>Email3",1,1
"display2>Mailer2>display2>Email2>generics2>Email3>display3",0,3
"display2>Mailer2>display2>Email3",1,0
"display2>Mailer2>display2>Email3>display3",0,2
"display2>Mailer2>display2>generics2>display2>generics2>display2",1,0
"display2>Mailer2>display2>Mailer2",0,5
"display2>Mailer2>display2>Mailer2>display2",0,2
"display2>Mailer2>display2>Mailer2>display2>Email2>display2>Email2>display2>Email2>Mailer2>display2>display3>Mailer3>display3>Email3>Mailer3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>generics3>display3>generics3>display3>Email3>display3>Email3>display3>Email3",1,0
"display2>Mailer2>display2>Mailer2>display2>generics2>generics3",0,1
"display2>Mailer2>display2>Mailer2>display2>generics3>Mailer3>generics3>Mailer3>generics3>display3",1,1
"display2>Mailer2>display2>Mailer2>display2>Mailer3",0,1
"display2>Mailer2>display2>Mailer2>display3",0,2
"display2>Mailer2>display2>Mailer2>generics3>display3>generics3>display3",0,1
"display2>Mailer2>display2>Mailer2>Mailer3>display3",0,1
"display2>Mailer2>display2>Mailer2>Mailer3>Email3>Mailer3",0,1
"display2>Mailer2>display2>Mailer2>Mailer3>Email3>Mailer3>Email3",0,1
"display2>Mailer2>display2>Mailer2>social organic2>display2>Mailer3",1,1
"display2>Mailer2>display2>Mailer3",0,4
"display2>Mailer2>display2>Mailer3>display3",0,4
"display2>Mailer2>display2>social paid2>display2>social paid2>social paid3>display3",0,1
"display2>Mailer2>display3",2,16
"display2>Mailer2>display3>generics3>display3",0,2
"display2>Mailer2>Email2>display2>display3",0,2
"display2>Mailer2>Email2>display2>Email2>Email3",0,2
"display2>Mailer2>Email2>display2>Email3>display3",2,1
"display2>Mailer2>Email2>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"display2>Mailer2>Email2>Email3>display3>Email3",0,2
"display2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",1,0
"display2>Mailer2>Email2>Mailer2",0,1
"display2>Mailer2>Email2>Mailer3>Email3",0,2
"display2>Mailer2>generics2>generics3>display3",0,1
"display2>Mailer2>generics3",1,2
"display2>Mailer2>Mailer3",0,55
"display2>Mailer2>Mailer3>display3",1,6
"display2>Mailer2>Mailer3>Email3>Mailer3",0,3
"display2>Mailer2>Mailer3>Email3>Mailer3>Email3",0,1
"display2>Mailer3",0,99
"display2>Mailer3>display3",0,5
"display2>Mailer3>display3>Email3>display3>Email3",0,1
"display2>Mailer3>display3>Mailer3>display3",0,1
"display2>Mailer3>generics3>Mailer3",0,1
"display2>social organic2>display2",2,0
"display2>social organic2>display2>display3>competitors3>display3",0,2
"display2>social organic2>display2>Email2>display2>Email2>display2>social organic2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>social organic2>Email2>display2>Email2>display2>social paid2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>social organic2>display2>Email2>social paid2>Email2>display2>Email2>social organic2>Email2>social organic2>Email2>display2>Email2>display2>social organic2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display3>Email3>social organic3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>social organic3>display3>social organic3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,1
"display2>social organic2>display2>Email2>Email3",0,2
"display2>social organic2>display2>generics2",1,0
"display2>social organic2>Email2>Email3",1,2
"display2>social organic3",1,1
"display2>social paid2",0,7
"display2>social paid2>display2",0,2
"display2>social paid2>display2>display3>competitors3>display3>Email3",0,1
"display2>social paid2>display2>Email2>Email3",1,3
"display2>social paid2>display2>Email2>Email3>display3>Email3",0,1
"display2>social paid2>display2>social paid2>display2>Email2>display2>Email2>display2>Email2>social paid2>Email2>display2>Email2>Email3",0,2
"display2>social paid2>display2>social paid2>display2>social paid2",1,0
"display2>social paid2>Email2",0,1
"display2>social paid2>Email2>display3",0,1
"display2>social paid2>Email2>Email3",0,3
"display2>social paid2>Email2>Email3>social paid3>Email3",1,1
"display2>social paid2>Mailer3",0,2
"display2>social paid2>social organic2>social paid2>display2>social paid2>social organic2>display2>display3",0,1
"display3",4,3
"display3>Email3",0,5
"display3>Email3>display3>Email3",1,1
"display3>generics3",1,0
"Email1>competitors1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Mailer2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Email3",1,1
"Email1>competitors1>display1>Email1>display1>Email1>display1>Email1>Email2>display2>Email2>Email3",1,1
"Email1>competitors1>display1>Email1>display1>Email1>Email2>Email3",0,1
"Email1>competitors1>display1>Email2>Email3",0,1
"Email1>competitors1>display1>generics1>Email1>display1>Email1>Email2>display2>Email2>Email3",0,2
"Email1>competitors1>Email1>competitors1>display1>Email1>display1>Email1>Email2>Email3>display3>Email3>display3>Email3",0,1
"Email1>competitors1>Email1>competitors1>Email1>display1>Email1>display1>Email1>display1>Email1>competitors1>Email1>display1>Email1>Email2>Email3",0,1
"Email1>competitors1>Email1>display1>Email1>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display3>Email3>display3>Email3",0,1
"Email1>competitors1>Email1>display1>Email1>Email2>Email3>display3>Email3",0,2
"Email1>competitors1>Email1>Email2",1,4
"Email1>competitors1>Email1>Email2>Email3",0,6
"Email1>competitors1>Email1>Email2>Mailer2>Email2>Email3",0,2
"Email1>competitors1>Email1>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",0,1
"Email1>competitors1>Email1>generics1>Email1>Email2>Email3",0,1
"Email1>competitors1>Email1>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>competitors1>Email1>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>competitors1>Email1>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,0
"Email1>competitors1>Email1>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3",0,2
"Email1>competitors1>Email2>display2>Email2>competitors2>Email2>Email3",0,2
"Email1>competitors1>Email2>Email3",1,4
"Email1>competitors1>generics1>Email1>Email2>Email3",0,2
"Email1>competitors2",1,2
"Email1>competitors2>display2>Email2>Email3",2,1
"Email1>competitors2>display2>Mailer2>Mailer3",0,2
"Email1>competitors2>Email2>display2",0,2
"Email1>competitors2>Email2>display2>Email2>Email3",0,3
"Email1>competitors2>Email2>display3>Email3>display3",0,3
"Email1>competitors2>Email2>Email3",0,8
"Email1>competitors2>Mailer2>Email2",1,0
"Email1>display1>competitors1>Email1>display1>Email1>Email2>Email3",2,0
"Email1>display1>competitors1>Email1>Email2>competitors2>Email2",0,1
"Email1>display1>display2",0,6
"Email1>display1>display2>competitors2>display2>display3",0,1
"Email1>display1>display2>Email2",0,1
"Email1>display1>display2>Email2>display2",1,0
"Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2",0,1
"Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email3>display3>competitors3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>competitors3>display3",0,1
"Email1>display1>display2>Email2>display2>Email2>Email3",0,1
"Email1>display1>display2>Email2>display3",0,1
"Email1>display1>display2>Email2>Email3",0,7
"Email1>display1>display2>Email2>generics2>Email2>Mailer2>display2>Mailer2>Email3",0,2
"Email1>display1>display2>Email2>Mailer2>display3",0,2
"Email1>display1>display2>Email3",0,1
"Email1>display1>display2>Email3>display3",2,0
"Email1>display1>display2>Mailer2>display2>competitors2>generics2>Email2>Mailer2>display2>Email2>competitors2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>display1>Email1>competitors1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,2
"Email1>display1>Email1>competitors1>Email1>Mailer2>Email2>Mailer2>display2>Email2>Mailer2>Email2>Mailer3>Email3>display3>Email3",1,0
"Email1>display1>Email1>display1>competitors1>display1>Email1>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>display3",0,1
"Email1>display1>Email1>display1>display2>Email2",0,1
"Email1>display1>Email1>display1>display2>Email2>competitors2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>display3",1,0
"Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>display3>Email3>display3>Email3>display3>Email3>display3>Email3",0,1
"Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email3>display3>Email3>display3>Email3>display3",0,1
"Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3",0,2
"Email1>display1>Email1>display1>display2>Email2>display2>Email2>Email3",0,2
"Email1>display1>Email1>display1>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",1,1
"Email1>display1>Email1>display1>Email1>competitors1>display1>Mailer2>Email2>Mailer2>Email2>Mailer2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3>competitors3>Email3",0,2
"Email1>display1>Email1>display1>Email1>competitors1>Email1>display1>Email1>display1>Email1>display1>Email1>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>display1>Email1>display1>Email1>competitors1>Email1>display1>Email1>Email2>display2>Email2>Email3>display3>Email3>generics3>Email3>generics3>Email3",0,3
"Email1>display1>Email1>display1>Email1>competitors1>Email2>display2>Mailer2>Email2>Mailer2>display2>Mailer2>Email2>Mailer3>Email3",0,2
"Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3",0,2
"Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>display2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>competitors1>display1>Email1>competitors1>Email1>competitors1>Email1>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3",1,0
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2",1,0
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer3>Email3",0,2
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Mailer2>display2>Email2>display2>Mailer2>Email2",1,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display3>Email3>display3>Mailer3>Email3>display3>Email3>display3>Email3>Mailer3>Email3",0,2
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Mailer2>Email2>display2>Email2>display2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2",1,0
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2",1,0
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Mailer2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3>Email3>display3",0,2
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>display2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>display3>Mailer3>Email3>display3>Email3>display3>generics3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Email3",1,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>Email2>display2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>display2>Email2>Email3>display3>Email3>display3>Email3",0,1
"Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>display1>Email1>Mailer2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>display2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Mailer2>Email2>Email3>Mailer3>Email3>Mailer3>Email3",0,2
